Date,Close,VIX,Oil
29-11-2022,18618.05078,13.61999989,78.19999695
30-11-2022,18758.34961,13.81000042,80.55000305
01-12-2022,18812.5,13.35999966,81.22000122
02-12-2022,18696.09961,13.44999981,79.98000336
05-12-2022,18701.05078,13.72999954,76.93000031
06-12-2022,18642.75,14.03999996,74.25
07-12-2022,18560.5,14.07999992,72.01000214
08-12-2022,18609.34961,13.39999962,71.45999908
09-12-2022,18496.59961,13.47999954,71.01999664
12-12-2022,18497.15039,13.31999969,73.16999817
13-12-2022,18608,12.88000011,75.38999939
14-12-2022,18660.30078,12.89000034,77.27999878
15-12-2022,18414.90039,13.72999954,76.11000061
16-12-2022,18269,14.06999969,74.29000092
19-12-2022,18420.44922,13.55000019,75.19000244
20-12-2022,18385.30078,13.77999973,76.08999634
21-12-2022,18199.09961,15.56000042,78.29000092
22-12-2022,18127.34961,15.18999958,77.48999786
23-12-2022,17806.80078,16.15999985,79.55999756
27-12-2022,18132.30078,15.28999996,79.52999878
28-12-2022,18122.5,15.39999962,78.95999908
29-12-2022,18191,14.81000042,78.40000153
30-12-2022,18105.30078,14.86999989,80.26000214
03-01-2023,18232.55078,14.39000034,76.93000031
04-01-2023,18042.94922,15.19999981,72.83999634
05-01-2023,17992.15039,14.97999954,73.66999817
06-01-2023,17859.44922,15.02999973,73.76999664
09-01-2023,18101.19922,14.64999962,74.62999725
10-01-2023,17914.15039,15.51000023,75.12000275
11-01-2023,17895.69922,15.43999958,77.41000366
12-01-2023,17858.19922,15.27999973,78.38999939
13-01-2023,17956.59961,14.46000004,79.86000061
17-01-2023,18053.30078,14.59000015,80.18000031
18-01-2023,18165.34961,14.36999989,79.48000336
19-01-2023,18107.84961,13.96000004,80.33000183
20-01-2023,18027.65039,13.78999996,81.30999756
23-01-2023,18118.55078,13.61999989,81.62000275
24-01-2023,18118.30078,13.65999985,80.12999725
25-01-2023,17891.94922,14.65999985,80.15000153
27-01-2023,17604.34961,17.31999969,79.68000031
30-01-2023,17648.94922,17.70999908,77.90000153
31-01-2023,17662.15039,16.87999916,78.87000275
01-02-2023,17616.30078,16.78000069,76.41000366
02-02-2023,17610.40039,15.72999954,75.87999725
03-02-2023,17854.05078,14.39999962,73.38999939
06-02-2023,17764.59961,14.68999958,74.11000061
07-02-2023,17721.5,14.13000011,77.13999939
08-02-2023,17871.69922,13.60000038,78.47000122
09-02-2023,17893.44922,13.03999996,78.05999756
10-02-2023,17856.5,12.75,79.72000122
13-02-2023,17770.90039,13.68000031,80.13999939
14-02-2023,17929.84961,13.44999981,79.05999756
15-02-2023,18015.84961,12.85999966,78.58999634
16-02-2023,18035.84961,12.89000034,78.48999786
17-02-2023,17944.19922,13.09000015,76.33999634
21-02-2023,17826.69922,14.01000023,76.16000366
22-02-2023,17554.30078,15.59000015,73.94999695
23-02-2023,17511.25,15.07999992,75.38999939
24-02-2023,17465.80078,14.18999958,76.31999969
27-02-2023,17392.69922,13.88000011,75.68000031
28-02-2023,17303.94922,14.02000046,77.05000305
01-03-2023,17450.90039,13,77.69000244
02-03-2023,17321.90039,12.97000027,78.16000366
03-03-2023,17594.34961,12.18000031,79.68000031
06-03-2023,17711.44922,12.27000046,80.45999908
08-03-2023,17754.40039,12.44999981,76.66000366
09-03-2023,17589.59961,12.72999954,75.72000122
10-03-2023,17412.90039,13.40999985,76.68000031
13-03-2023,17154.30078,16.21999931,74.80000305
14-03-2023,17043.30078,16.21999931,71.33000183
15-03-2023,16972.15039,16.29999924,67.61000061
16-03-2023,16985.59961,16.21999931,68.34999847
17-03-2023,17100.05078,14.77000046,66.73999786
20-03-2023,16988.40039,16.01000023,67.63999939
21-03-2023,17107.5,15.07999992,69.33000183
22-03-2023,17151.90039,14.81000042,70.90000153
23-03-2023,17076.90039,14.48999977,69.95999908
24-03-2023,16945.05078,15.23999977,69.26000214
27-03-2023,16985.69922,15.44999981,72.80999756
28-03-2023,16951.69922,15.10000038,73.19999695
29-03-2023,17080.69922,13.63000011,72.97000122
31-03-2023,17359.75,12.93999958,75.66999817
03-04-2023,17398.05078,12.59000015,80.41999817
05-04-2023,17557.05078,12.40999985,80.61000061
06-04-2023,17599.15039,11.80000019,80.69999695
10-04-2023,17624.05078,12.27000046,79.73999786
11-04-2023,17722.30078,11.97999954,81.52999878
12-04-2023,17812.40039,12.27000046,83.26000214
13-04-2023,17828,11.90999985,82.16000366
17-04-2023,17706.84961,12.27000046,80.83000183
18-04-2023,17660.15039,12.07999992,80.86000061
19-04-2023,17618.75,12.14999962,79.16000366
20-04-2023,17624.44922,11.93999958,77.29000092
21-04-2023,17624.05078,11.63000011,77.87000275
24-04-2023,17743.40039,11.67000008,78.76000214
25-04-2023,17769.25,11.52000046,77.06999969
26-04-2023,17813.59961,11.64999962,74.30000305
27-04-2023,17915.05078,11.43000031,74.76000214
28-04-2023,18065,10.94999981,76.77999878
02-05-2023,18147.65039,11.89999962,71.66000366
03-05-2023,18089.84961,11.84000015,68.59999847
04-05-2023,18255.80078,11.72999954,68.55999756
05-05-2023,18069,12.30000019,71.33999634
08-05-2023,18264.40039,12.64000034,73.16000366
09-05-2023,18265.94922,12.68000031,73.70999908
10-05-2023,18315.09961,13.07999992,72.55999756
11-05-2023,18297,13.22000027,70.87000275
12-05-2023,18314.80078,12.85000038,70.04000092
15-05-2023,18398.84961,13.17000008,71.11000061
16-05-2023,18286.5,13.28999996,70.86000061
17-05-2023,18181.75,13.10999966,72.83000183
18-05-2023,18129.94922,12.80000019,71.86000061
19-05-2023,18203.40039,12.30000019,71.55000305
22-05-2023,18314.40039,12.56999969,71.98999786
23-05-2023,18348,12.60999966,72.91000366
24-05-2023,18285.40039,13.10999966,74.33999634
25-05-2023,18321.15039,12.52000046,71.83000183
26-05-2023,18499.34961,11.89999962,72.66999817
30-05-2023,18633.84961,12.01000023,69.45999908
31-05-2023,18534.40039,11.97000027,68.08999634
01-06-2023,18487.75,11.60000038,70.09999847
02-06-2023,18534.09961,11.13000011,71.73999786
05-06-2023,18593.84961,11.14000034,72.15000153
06-06-2023,18599,11.38000011,71.73999786
07-06-2023,18726.40039,11.43999958,72.52999878
08-06-2023,18634.55078,11.26000023,71.29000092
09-06-2023,18563.40039,11.11999989,70.16999817
12-06-2023,18601.5,11.25,67.12000275
13-06-2023,18716.15039,11.10999966,69.41999817
14-06-2023,18755.90039,11.15999985,68.26999664
15-06-2023,18688.09961,11.07999992,70.62000275
16-06-2023,18826,10.84000015,71.77999878
20-06-2023,18816.69922,11.13000011,70.5
21-06-2023,18856.84961,11.28999996,72.52999878
